month,ward_number,ward_name,connections,consumption_ml,location_id
2025-06-01,1,Kempegowda Ward,4218,112.883906,1_kempegowda_ward
2025-06-01,2,Chowdeshwari Ward,460,9.808984,2_chowdeshwari_ward
2025-06-01,3,Attur,6109,170.257709,3_attur
2025-06-01,4,Yelahanka Satellite Town,7741,405.676363,4_yelahanka_satellite_town
2025-06-01,5,Jakkur,3752,108.076916,5_jakkur
2025-06-01,6,Thanisandra,3568,53.430968,6_thanisandra
2025-06-01,7,Byatarayanapura,9681,300.193673,7_byatarayanapura
2025-06-01,8,Kodigehalli,5334,134.167843,8_kodigehalli
2025-06-01,9,Vidyaranyapura,12942,413.181715,9_vidyaranyapura
2025-06-01,10,Doddabommasandra,1821,28.410926,10_doddabommasandra
2025-06-01,11,Kuvempunagar,4395,65.055924,11_kuvempunagar
2025-06-01,12,Shettyhalli,7363,140.510895,12_shettyhalli
2025-06-01,13,Mallasandra,4505,74.839848,13_mallasandra
2025-06-01,14,Bagalagunte,8761,232.996703,14_bagalagunte
2025-06-01,14,Sidedahalli,1530,40.214991,14_sidedahalli
2025-06-01,15,T. Dasarahalli,4567,145.757728,15_t._dasarahalli
2025-06-01,16,Jalahalli,3105,94.738711,16_jalahalli
2025-06-01,17,J.P.Park,5734,130.249564,17_j.p.park
2025-06-01,18,Radhakrishna Temple Ward,5520,100.244418,18_radhakrishna_temple_ward
2025-06-01,19,Sanjaynagar,5805,85.176647,19_sanjaynagar
2025-06-01,20,Ganganagar,3328,72.917677,20_ganganagar
2025-06-01,21,Hebbal,7455,168.077498,21_hebbal
2025-06-01,22,Vishwanathnagenahalli,3277,79.76684,22_vishwanathnagenahalli
2025-06-01,23,Nagavara,9052,198.719715,23_nagavara
2025-06-01,24,Hbr Layout,8075,240.231719,24_hbr_layout
2025-06-01,25,Horamavu,6532,122.770924,25_horamavu
2025-06-01,26,Ramamurthynagar,9330,263.872784,26_ramamurthynagar
2025-06-01,27,Banasawadi,9609,288.539625,27_banasawadi
2025-06-01,28,Kammanahalli,6628,183.093704,28_kammanahalli
2025-06-01,29,Kacharakanahalli,4861,134.685729,29_kacharakanahalli
2025-06-01,30,Kadugondanahalli,5210,138.964754,30_kadugondanahalli
2025-06-01,31,Kushalnagar,3137,58.157739,31_kushalnagar
2025-06-01,32,Kavalbyrasandra,5576,112.744608,32_kavalbyrasandra
2025-06-01,33,Manorayanapalya,2664,59.735868,33_manorayanapalya
2025-06-01,34,Gangenahalli,2322,48.011764,34_gangenahalli
2025-06-01,35,Aramane Nagar,2953,79.791557,35_aramane_nagar
2025-06-01,36,Mathikere,4135,90.985492,36_mathikere
2025-06-01,37,Yeshwanthpur,3208,61.783584,37_yeshwanthpur
2025-06-01,38,H.M.T,3654,137.555591,38_h.m.t
2025-06-01,39,Chokkasandra,5811,140.930617,39_chokkasandra
2025-06-01,40,Doddabidirakalu,1,0.0,40_doddabidirakalu
2025-06-01,41,Peenya Industrial Area,7549,195.207224,41_peenya_industrial_area
2025-06-01,42,Lakshmidevinagar,5141,105.117626,42_lakshmidevinagar
2025-06-01,43,Nandini Layout,6437,154.325416,43_nandini_layout
2025-06-01,44,Marappanahalli,4439,124.247324,44_marappanahalli
2025-06-01,45,Malleshwaram,3652,105.58145,45_malleshwaram
2025-06-01,46,Jayachamarajendra Nagar,5320,181.330459,46_jayachamarajendra_nagar
2025-06-01,47,Devarajeevanahalli,3766,80.001968,47_devarajeevanahalli
2025-06-01,48,Muneshwaranagar,2197,37.13181,48_muneshwaranagar
2025-06-01,49,Lingarajapura,5721,95.288697,49_lingarajapura
2025-06-01,50,Benniganahalli,5855,367.850544,50_benniganahalli
2025-06-01,51,Vijinapura,6196,129.934883,51_vijinapura
2025-06-01,52,K.R.Puram,8831,168.301882,52_k.r.puram
2025-06-01,53,Basavanapura,8086,188.70491,53_basavanapura
2025-06-01,54,Hoodi,5137,315.296895,54_hoodi
2025-06-01,55,Devasandra,3223,81.481933,55_devasandra
2025-06-01,56,A. Narayanapura,8396,228.107695,56_a._narayanapura
2025-06-01,57,C.V. Ramannagar,3244,81.322603,57_c.v._ramannagar
2025-06-01,58,Hosathippasandra,6020,151.458424,58_hosathippasandra
2025-06-01,59,Maruthiseva Nagar,5577,161.298277,59_maruthiseva_nagar
2025-06-01,60,Sagayapuram,4406,98.364688,60_sagayapuram
2025-06-01,61,S.K. Garden,2880,79.395742,61_s.k._garden
2025-06-01,62,Ramaswamy Palya,3129,78.750696,62_ramaswamy_palya
2025-06-01,63,Jayamahal,3072,119.963553,63_jayamahal
2025-06-01,64,Rajamahal,3692,92.203438,64_rajamahal
2025-06-01,65,Kadumalleshwara,5601,157.508054,65_kadumalleshwara
2025-06-01,66,Subramanyanagar,4280,121.23062,66_subramanyanagar
2025-06-01,67,Nagapura,5780,176.13729,67_nagapura
2025-06-01,68,Mahalakshmipuram,5090,119.764729,68_mahalakshmipuram
2025-06-01,69,Laggere,10212,248.021244,69_laggere
2025-06-01,70,Rajagopalanagar,8244,201.164368,70_rajagopalanagar
2025-06-01,71,Hegganahalli,8643,241.877364,71_hegganahalli
2025-06-01,72,Herohalli,10672,206.230903,72_herohalli
2025-06-01,73,Kottigepalya,8452,204.271573,73_kottigepalya
2025-06-01,74,Shakthiganapathi Nagar,6108,161.789599,74_shakthiganapathi_nagar
2025-06-01,75,Shankaramata,5206,148.415701,75_shankaramata
2025-06-01,76,Gayathrinagar,4371,118.492529,76_gayathrinagar
2025-06-01,77,Dattathreya Temple,4480,115.808363,77_dattathreya_temple
2025-06-01,78,Pulikeshinagar,3576,118.685301,78_pulikeshinagar
2025-06-01,79,Sarvagnanagar,3434,79.998555,79_sarvagnanagar
2025-06-01,80,Hoysalanagar,5465,154.061095,80_hoysalanagar
2025-06-01,81,Vignananagar,7018,199.512806,81_vignananagar
2025-06-01,82,Garudacharpalya,4339,188.172849,82_garudacharpalya
2025-06-01,83,Kadugodi,937,46.608975,83_kadugodi
2025-06-01,84,Hagadooru,1998,123.214916,84_hagadooru
2025-06-01,85,Doddanekkundi,5600,349.213803,85_doddanekkundi
2025-06-01,85,Varthur,1000,90.128999,85_varthur
2025-06-01,86,Marathalli,4592,158.856624,86_marathalli
2025-06-01,87,Hal Airport,4369,93.435892,87_hal_airport
2025-06-01,88,Jeevanbhimanagar,6008,152.305768,88_jeevanbhimanagar
2025-06-01,89,Jogupalya,4071,128.261486,89_jogupalya
2025-06-01,90,Ulsoor,5605,327.026064,90_ulsoor
2025-06-01,91,Bharathinagar,2232,96.06074,91_bharathinagar
2025-06-01,92,Shivajinagar,5135,208.052563,92_shivajinagar
2025-06-01,93,Vasanthnagar,3732,253.786112,93_vasanthnagar
2025-06-01,94,Gandhinagar,4770,384.449458,94_gandhinagar
2025-06-01,95,Subhashnagar,3091,59.783722,95_subhashnagar
2025-06-01,96,Okalipuram,3419,131.033607,96_okalipuram
2025-06-01,97,Dayanandanagar,3496,84.843577,97_dayanandanagar
2025-06-01,98,Prakashnagar,3074,82.649624,98_prakashnagar
2025-06-01,99,Rajajinagar,3920,115.832573,99_rajajinagar
2025-06-01,100,Basaveshwaranagar,5763,172.070536,100_basaveshwaranagar
2025-06-01,101,Kamakshipalya,3682,95.97975,101_kamakshipalya
2025-06-01,102,Vrushabhavathi Nagar,4171,99.551777,102_vrushabhavathi_nagar
2025-06-01,103,Kaveripura,5037,108.619788,103_kaveripura
2025-06-01,104,Govindrajnagara,2877,67.934803,104_govindrajnagara
2025-06-01,105,Agrahara Dasarahalli,3209,93.150714,105_agrahara_dasarahalli
2025-06-01,106,Dr. Rajkumar Ward,2469,85.758641,106_dr._rajkumar_ward
2025-06-01,107,Shivanagar,2454,88.380684,107_shivanagar
2025-06-01,108,Srirammandira Ward,4675,118.221152,108_srirammandira_ward
2025-06-01,109,Chikpet,5597,113.139306,109_chikpet
2025-06-01,110,Sampangiramnagar,3008,132.975356,110_sampangiramnagar
2025-06-01,111,Shanthala Nagar,3775,234.345048,111_shanthala_nagar
2025-06-01,112,Dommalur,4756,198.061445,112_dommalur
2025-06-01,113,Konena Agrahara,3932,131.062724,113_konena_agrahara
2025-06-01,114,Agaram,2928,157.703739,114_agaram
2025-06-01,115,Vannarpet,5170,108.512011,115_vannarpet
2025-06-01,116,Neelasandra,2639,63.21267,116_neelasandra
2025-06-01,117,Shanthinagar,6210,246.346237,117_shanthinagar
2025-06-01,118,Sudamnagar,5143,102.94595,118_sudamnagar
2025-06-01,119,Dharmarayaswamy Temple Ward,4968,99.841961,119_dharmarayaswamy_temple_ward
2025-06-01,120,Cottonpet,3063,63.654457,120_cottonpet
2025-06-01,121,Binnypet,4568,105.210713,121_binnypet
2025-06-01,122,Kempapura Agrahara,3892,88.038879,122_kempapura_agrahara
2025-06-01,123,Vijaynagar,3600,93.564817,123_vijaynagar
2025-06-01,124,Hosahalli,4507,117.534827,124_hosahalli
2025-06-01,125,Marenahalli,3389,94.15481,125_marenahalli
2025-06-01,126,Maruthi Mandira Ward,4021,101.675819,126_maruthi_mandira_ward
2025-06-01,127,Moodalapalya,5843,134.363714,127_moodalapalya
2025-06-01,128,Nagarabhavi,10830,260.820342,128_nagarabhavi
2025-06-01,129,Jnanabharathi Ward,13787,333.93756,129_jnanabharathi_ward
2025-06-01,130,Ullalu,9012,193.315846,130_ullalu
2025-06-01,131,Nayandanahalli,4349,124.739735,131_nayandanahalli
2025-06-01,132,Attiguppe,5472,173.85573,132_attiguppe
2025-06-01,133,Hampinagar,3027,84.487917,133_hampinagar
2025-06-01,134,Bapujinagar,4458,132.311846,134_bapujinagar
2025-06-01,135,Padarayanapura,2027,73.043915,135_padarayanapura
2025-06-01,136,Jagareevanram Nagar,4827,131.270654,136_jagareevanram_nagar
2025-06-01,137,Rayapuram,3459,81.732898,137_rayapuram
2025-06-01,138,Chalavadipalya,2391,55.790851,138_chalavadipalya
2025-06-01,139,K.R. Market,2928,54.062027,139_k.r._market
2025-06-01,140,Chamrajpet,4785,165.876273,140_chamrajpet
2025-06-01,141,Azadnagar,4026,109.803729,141_azadnagar
2025-06-01,142,Sunkenahalli,2893,66.158773,142_sunkenahalli
2025-06-01,143,Vishweshrapuram,4732,122.120172,143_vishweshrapuram
2025-06-01,144,Siddapura,4483,127.001971,144_siddapura
2025-06-01,145,Hombegowdanagar,6521,199.944646,145_hombegowdanagar
2025-06-01,146,Lakkasandra,2834,95.688479,146_lakkasandra
2025-06-01,147,Adugodi,3410,108.204782,147_adugodi
2025-06-01,148,Ejipura,4786,138.668628,148_ejipura
2025-06-01,149,Varthur,3304,167.414887,149_varthur
2025-06-01,150,Bellandur,4766,334.916877,150_bellandur
2025-06-01,151,Koramangala,7146,290.214217,151_koramangala
2025-06-01,152,Sudduguntepalya,4073,144.292601,152_sudduguntepalya
2025-06-01,153,Jayanagar,340,9.71594,153_jayanagar
2025-06-01,153,Jayangar,3643,168.700485,153_jayangar
2025-06-01,154,Basavanagudi,5792,137.534205,154_basavanagudi
2025-06-01,155,Hanumanthanagar,4137,88.739762,155_hanumanthanagar
2025-06-01,156,Srinagar,5672,143.67676,156_srinagar
2025-06-01,157,Gali Anjaneya Swamy Temple Ward,5382,138.8667,157_gali_anjaneya_swamy_temple_ward
2025-06-01,158,Deepanjali Nagar,2933,77.106885,158_deepanjali_nagar
2025-06-01,159,Kengeri,14453,290.123297,159_kengeri
2025-06-01,160,Rajarajeshwarinagar,16297,454.761435,160_rajarajeshwarinagar
2025-06-01,161,Hosakerehalli,7363,168.984706,161_hosakerehalli
2025-06-01,162,Girinagar,7733,192.095687,162_girinagar
2025-06-01,163,Katriguppe,6518,146.495708,163_katriguppe
2025-06-01,164,Vidyapeetha Ward,4754,108.01665,164_vidyapeetha_ward
2025-06-01,165,Ganeshmandira Ward,4494,111.421596,165_ganeshmandira_ward
2025-06-01,166,Karisandra,4636,121.137637,166_karisandra
2025-06-01,167,Yadiyuru,4395,108.17055,167_yadiyuru
2025-06-01,168,Pattabhiramnagar,4302,151.57331,168_pattabhiramnagar
2025-06-01,169,Byrasandra,3839,117.212586,169_byrasandra
2025-06-01,170,Jayanagar East,3888,104.894709,170_jayanagar_east
2025-06-01,171,Gurappanapalya,4061,185.442721,171_gurappanapalya
2025-06-01,172,Madiwala,5570,173.184595,172_madiwala
2025-06-01,173,Jakkasandra,2855,126.029759,173_jakkasandra
2025-06-01,174,Hsr Layout,14105,572.166949,174_hsr_layout
2025-06-01,175,Bommanahalli,6504,297.594763,175_bommanahalli
2025-06-01,176,Btm Layout,7549,258.409435,176_btm_layout
2025-06-01,177,J.P.Nagar,5613,176.659589,177_j.p.nagar
2025-06-01,178,Sarakki,5619,177.153531,178_sarakki
2025-06-01,179,Shakambarinagar,3774,113.19858,179_shakambarinagar
2025-06-01,180,Banashankari Temple Ward,5171,120.24768,180_banashankari_temple_ward
2025-06-01,181,Kumaraswamy Layout,8364,269.272627,181_kumaraswamy_layout
2025-06-01,182,Padmanabhanagar,6036,184.283748,182_padmanabhanagar
2025-06-01,183,Chikkallasandra,5170,132.392797,183_chikkallasandra
2025-06-01,184,Uttarahalli,9119,327.472837,184_uttarahalli
2025-06-01,185,Yelachenahalli,6523,198.628751,185_yelachenahalli
2025-06-01,186,Jaraganahalli,3043,83.844829,186_jaraganahalli
2025-06-01,187,Puttenahalli,4605,155.1418,187_puttenahalli
2025-06-01,188,Bilekahalli,4393,254.096835,188_bilekahalli
2025-06-01,189,Hongasandra,8314,352.880862,189_hongasandra
2025-06-01,190,Mangammanapalya,3214,91.500888,190_mangammanapalya
2025-06-01,191,Singasandra,3620,135.718974,191_singasandra
2025-06-01,191,Singsandra,952,38.057957,191_singsandra
2025-06-01,192,Begur,6490,316.796943,192_begur
2025-06-01,193,Arakere,9995,362.9845,193_arakere
2025-06-01,194,Gottigere,3671,99.342945,194_gottigere
2025-06-01,195,Konanakunte,10054,298.778588,195_konanakunte
2025-06-01,196,Anjanapura,7857,285.093835,196_anjanapura
2025-06-01,197,Vasanthapura,4315,153.019933,197_vasanthapura
2025-06-01,198,Hemmigepura,4120,95.993893,198_hemmigepura
2025-07-01,1,Kempegowda Ward,4240,116.97,1_kempegowda_ward
2025-07-01,2,Chowdeshwari Ward,461,25.69,2_chowdeshwari_ward
2025-07-01,3,Attur,6231,180.05,3_attur
2025-07-01,4,Yelahanka Satellite Town,7744,373.52,4_yelahanka_satellite_town
2025-07-01,5,Jakkur,3805,102.19,5_jakkur
2025-07-01,6,Thanisandra,3696,59.43,6_thanisandra
2025-07-01,7,Byatarayanapura,9693,285.44,7_byatarayanapura
2025-07-01,8,Kodigehalli,5352,129.2,8_kodigehalli
2025-07-01,9,Vidyaranyapura,12957,383.3,9_vidyaranyapura
2025-07-01,10,Doddabommasandra,1830,27.82,10_doddabommasandra
2025-07-01,11,Kuvempunagar,4410,63.2,11_kuvempunagar
2025-07-01,12,Shettyhalli,7795,135.78,12_shettyhalli
2025-07-01,13,Mallasandra,4514,75.36,13_mallasandra
2025-07-01,14,Bagalagunte,8777,226.23,14_bagalagunte
2025-07-01,14,Sidedahalli,1556,38.3,14_sidedahalli
2025-07-01,15,T. Dasarahalli,4573,149.83,15_t._dasarahalli
2025-07-01,16,Jalahalli,3105,99.09,16_jalahalli
2025-07-01,17,J.P.Park,5734,125.86,17_j.p.park
2025-07-01,18,Radhakrishna Temple Ward,5515,98.61,18_radhakrishna_temple_ward
2025-07-01,19,Sanjaynagar,5815,83.11,19_sanjaynagar
2025-07-01,20,Ganganagar,3329,71.21,20_ganganagar
2025-07-01,21,Hebbal,7463,157.39,21_hebbal
2025-07-01,22,Vishwanathnagenahalli,3278,76.35,22_vishwanathnagenahalli
2025-07-01,23,Nagavara,9077,185.53,23_nagavara
2025-07-01,24,Hbr Layout,8121,237.47,24_hbr_layout
2025-07-01,25,Horamavu,10381,146.72,25_horamavu
2025-07-01,26,Ramamurthynagar,9438,255.89,26_ramamurthynagar
2025-07-01,27,Banasawadi,9610,277.87,27_banasawadi
2025-07-01,28,Kammanahalli,6633,175.07,28_kammanahalli
2025-07-01,29,Kacharakanahalli,4862,130.62,29_kacharakanahalli
2025-07-01,30,Kadugondanahalli,5197,133.59,30_kadugondanahalli
2025-07-01,31,Kushalnagar,3146,54.13,31_kushalnagar
2025-07-01,32,Kavalbyrasandra,5577,108.68,32_kavalbyrasandra
2025-07-01,33,Manorayanapalya,2673,59.46,33_manorayanapalya
2025-07-01,34,Gangenahalli,2322,52.66,34_gangenahalli
2025-07-01,35,Aramane Nagar,2959,81.92,35_aramane_nagar
2025-07-01,36,Mathikere,4139,86.16,36_mathikere
2025-07-01,37,Yeshwanthpur,3212,61.95,37_yeshwanthpur
2025-07-01,38,H.M.T,3654,141.6,38_h.m.t
2025-07-01,39,Chokkasandra,5832,135.79,39_chokkasandra
2025-07-01,40,Doddabidirakalu,1,0.0,40_doddabidirakalu
2025-07-01,41,Peenya Industrial Area,7930,205.09,41_peenya_industrial_area
2025-07-01,42,Lakshmidevinagar,5145,108.79,42_lakshmidevinagar
2025-07-01,43,Nandini Layout,6443,152.39,43_nandini_layout
2025-07-01,44,Marappanahalli,4440,118.27,44_marappanahalli
2025-07-01,45,Malleshwaram,3655,109.39,45_malleshwaram
2025-07-01,46,Jayachamarajendra Nagar,5322,178.24,46_jayachamarajendra_nagar
2025-07-01,47,Devarajeevanahalli,3769,81.01,47_devarajeevanahalli
2025-07-01,48,Muneshwaranagar,2198,36.37,48_muneshwaranagar
2025-07-01,49,Lingarajapura,5728,92.37,49_lingarajapura
2025-07-01,50,Benniganahalli,5856,339.2,50_benniganahalli
2025-07-01,51,Vijinapura,6213,126.7,51_vijinapura
2025-07-01,52,K.R.Puram,8846,159.87,52_k.r.puram
2025-07-01,53,Basavanapura,8180,196.29,53_basavanapura
2025-07-01,54,Hoodi,5151,320.46,54_hoodi
2025-07-01,55,Devasandra,3256,81.75,55_devasandra
2025-07-01,56,A. Narayanapura,8410,233.72,56_a._narayanapura
2025-07-01,57,C.V. Ramannagar,3263,78.66,57_c.v._ramannagar
2025-07-01,58,Hosathippasandra,6022,147.89,58_hosathippasandra
2025-07-01,59,Maruthiseva Nagar,5580,155.69,59_maruthiseva_nagar
2025-07-01,60,Sagayapuram,4397,95.06,60_sagayapuram
2025-07-01,61,S.K. Garden,2881,78.04,61_s.k._garden
2025-07-01,62,Ramaswamy Palya,3129,76.24,62_ramaswamy_palya
2025-07-01,63,Jayamahal,3074,124.13,63_jayamahal
2025-07-01,64,Rajamahal,3693,90.71,64_rajamahal
2025-07-01,65,Kadumalleshwara,5603,157.15,65_kadumalleshwara
2025-07-01,66,Subramanyanagar,4280,122.24,66_subramanyanagar
2025-07-01,67,Nagapura,5786,175.92,67_nagapura
2025-07-01,68,Mahalakshmipuram,5092,118.59,68_mahalakshmipuram
2025-07-01,69,Laggere,10223,244.65,69_laggere
2025-07-01,70,Rajagopalanagar,8274,203.46,70_rajagopalanagar
2025-07-01,71,Hegganahalli,8654,231.78,71_hegganahalli
2025-07-01,72,Herohalli,10841,203.81,72_herohalli
2025-07-01,73,Kottigepalya,8460,203.19,73_kottigepalya
2025-07-01,74,Shakthiganapathi Nagar,6108,155.92,74_shakthiganapathi_nagar
2025-07-01,75,Shankaramata,5210,148.22,75_shankaramata
2025-07-01,76,Gayathrinagar,4372,112.13,76_gayathrinagar
2025-07-01,77,Dattathreya Temple,4482,110.84,77_dattathreya_temple
2025-07-01,78,Pulikeshinagar,3577,117.11,78_pulikeshinagar
2025-07-01,79,Sarvagnanagar,3431,81.21,79_sarvagnanagar
2025-07-01,80,Hoysalanagar,5464,158.26,80_hoysalanagar
2025-07-01,81,Vignananagar,7047,203.49,81_vignananagar
2025-07-01,82,Garudacharpalya,4346,186.88,82_garudacharpalya
2025-07-01,83,Kadugodi,962,42.89,83_kadugodi
2025-07-01,84,Hagadooru,2003,117.83,84_hagadooru
2025-07-01,85,Doddanekkundi,5643,328.86,85_doddanekkundi
2025-07-01,85,Varthur,1081,84.51,85_varthur
2025-07-01,86,Marathalli,4632,156.44,86_marathalli
2025-07-01,87,Hal Airport,4372,91.06,87_hal_airport
2025-07-01,88,Jeevanbhimanagar,6005,145.13,88_jeevanbhimanagar
2025-07-01,89,Jogupalya,4069,131.16,89_jogupalya
2025-07-01,90,Ulsoor,5602,333.52,90_ulsoor
2025-07-01,91,Bharathinagar,2237,108.15,91_bharathinagar
2025-07-01,92,Shivajinagar,5146,207.26,92_shivajinagar
2025-07-01,93,Vasanthnagar,3735,236.53,93_vasanthnagar
2025-07-01,94,Gandhinagar,4773,355.45,94_gandhinagar
2025-07-01,95,Subhashnagar,3091,60.53,95_subhashnagar
2025-07-01,96,Okalipuram,3419,141.04,96_okalipuram
2025-07-01,97,Dayanandanagar,3497,83.02,97_dayanandanagar
2025-07-01,98,Prakashnagar,3074,84.73,98_prakashnagar
2025-07-01,99,Rajajinagar,3922,113.8,99_rajajinagar
2025-07-01,100,Basaveshwaranagar,5764,166.51,100_basaveshwaranagar
2025-07-01,101,Kamakshipalya,3682,95.7,101_kamakshipalya
2025-07-01,102,Vrushabhavathi Nagar,4173,94.63,102_vrushabhavathi_nagar
2025-07-01,103,Kaveripura,5037,105.98,103_kaveripura
2025-07-01,104,Govindrajnagara,2880,66.76,104_govindrajnagara
2025-07-01,105,Agrahara Dasarahalli,3210,96.27,105_agrahara_dasarahalli
2025-07-01,106,Dr. Rajkumar Ward,2471,80.77,106_dr._rajkumar_ward
2025-07-01,107,Shivanagar,2454,88.36,107_shivanagar
2025-07-01,108,Srirammandira Ward,4677,113.48,108_srirammandira_ward
2025-07-01,109,Chikpet,5599,110.56,109_chikpet
2025-07-01,110,Sampangiramnagar,3009,128.36,110_sampangiramnagar
2025-07-01,111,Shanthala Nagar,3776,229.13,111_shanthala_nagar
2025-07-01,112,Dommalur,4758,195.97,112_dommalur
2025-07-01,113,Konena Agrahara,3936,122.6,113_konena_agrahara
2025-07-01,114,Agaram,2927,150.51,114_agaram
2025-07-01,115,Vannarpet,5172,107.23,115_vannarpet
2025-07-01,116,Neelasandra,2641,62.12,116_neelasandra
2025-07-01,117,Shanthinagar,6211,242.18,117_shanthinagar
2025-07-01,118,Sudamnagar,5142,100.95,118_sudamnagar
2025-07-01,119,Dharmarayaswamy Temple Ward,4977,100.52,119_dharmarayaswamy_temple_ward
2025-07-01,120,Cottonpet,3068,63.19,120_cottonpet
2025-07-01,121,Binnypet,4568,97.98,121_binnypet
2025-07-01,122,Kempapura Agrahara,3902,83.09,122_kempapura_agrahara
2025-07-01,123,Vijaynagar,3605,82.15,123_vijaynagar
2025-07-01,124,Hosahalli,4509,103.65,124_hosahalli
2025-07-01,125,Marenahalli,3392,90.52,125_marenahalli
2025-07-01,126,Maruthi Mandira Ward,4023,100.01,126_maruthi_mandira_ward
2025-07-01,127,Moodalapalya,5848,125.66,127_moodalapalya
2025-07-01,128,Nagarabhavi,10844,266.41,128_nagarabhavi
2025-07-01,129,Jnanabharathi Ward,13819,350.11,129_jnanabharathi_ward
2025-07-01,130,Ullalu,9051,197.33,130_ullalu
2025-07-01,131,Nayandanahalli,4357,125.09,131_nayandanahalli
2025-07-01,132,Attiguppe,5479,171.64,132_attiguppe
2025-07-01,133,Hampinagar,3027,77.97,133_hampinagar
2025-07-01,134,Bapujinagar,4463,121.66,134_bapujinagar
2025-07-01,135,Padarayanapura,2028,71.03,135_padarayanapura
2025-07-01,136,Jagareevanram Nagar,4823,126.52,136_jagareevanram_nagar
2025-07-01,137,Rayapuram,3460,81.85,137_rayapuram
2025-07-01,138,Chalavadipalya,2391,52.87,138_chalavadipalya
2025-07-01,139,K.R. Market,2926,52.9,139_k.r._market
2025-07-01,140,Chamrajpet,4775,163.26,140_chamrajpet
2025-07-01,141,Azadnagar,4024,107.78,141_azadnagar
2025-07-01,142,Sunkenahalli,2891,63.28,142_sunkenahalli
2025-07-01,143,Vishweshrapuram,4735,115.49,143_vishweshrapuram
2025-07-01,144,Siddapura,4485,124.59,144_siddapura
2025-07-01,145,Hombegowdanagar,6537,200.41,145_hombegowdanagar
2025-07-01,146,Lakkasandra,2834,93.9,146_lakkasandra
2025-07-01,147,Adugodi,3410,103.83,147_adugodi
2025-07-01,148,Ejipura,4787,142.88,148_ejipura
2025-07-01,149,Varthur,3310,162.36,149_varthur
2025-07-01,150,Bellandur,4916,390.78,150_bellandur
2025-07-01,151,Koramangala,7152,307.53,151_koramangala
2025-07-01,152,Sudduguntepalya,4074,148.29,152_sudduguntepalya
2025-07-01,153,Jayanagar,340,8.04,153_jayanagar
2025-07-01,153,Jayangar,3643,166.24,153_jayangar
2025-07-01,154,Basavanagudi,5795,139.75,154_basavanagudi
2025-07-01,155,Hanumanthanagar,4138,88.23,155_hanumanthanagar
2025-07-01,156,Srinagar,5673,141.8,156_srinagar
2025-07-01,157,Gali Anjaneya Swamy Temple Ward,5383,128.78,157_gali_anjaneya_swamy_temple_ward
2025-07-01,158,Deepanjali Nagar,2936,74.66,158_deepanjali_nagar
2025-07-01,159,Kengeri,14480,295.02,159_kengeri
2025-07-01,160,Rajarajeshwarinagar,16368,452.87,160_rajarajeshwarinagar
2025-07-01,161,Hosakerehalli,7365,171.35,161_hosakerehalli
2025-07-01,162,Girinagar,7733,182.82,162_girinagar
2025-07-01,163,Katriguppe,6524,146.18,163_katriguppe
2025-07-01,164,Vidyapeetha Ward,4755,106.44,164_vidyapeetha_ward
2025-07-01,165,Ganeshmandira Ward,4501,110.82,165_ganeshmandira_ward
2025-07-01,166,Karisandra,4638,117.52,166_karisandra
2025-07-01,167,Yadiyuru,4402,104.46,167_yadiyuru
2025-07-01,168,Pattabhiramnagar,4303,147.42,168_pattabhiramnagar
2025-07-01,169,Byrasandra,3843,119.09,169_byrasandra
2025-07-01,170,Jayanagar East,3888,104.22,170_jayanagar_east
2025-07-01,171,Gurappanapalya,4062,183.1,171_gurappanapalya
2025-07-01,172,Madiwala,5575,165.32,172_madiwala
2025-07-01,173,Jakkasandra,2856,139.12,173_jakkasandra
2025-07-01,174,Hsr Layout,14131,596.73,174_hsr_layout
2025-07-01,175,Bommanahalli,6537,287.42,175_bommanahalli
2025-07-01,176,Btm Layout,7555,259.0,176_btm_layout
2025-07-01,177,J.P.Nagar,5616,182.44,177_j.p.nagar
2025-07-01,178,Sarakki,5621,177.23,178_sarakki
2025-07-01,179,Shakambarinagar,3775,111.38,179_shakambarinagar
2025-07-01,180,Banashankari Temple Ward,5175,118.99,180_banashankari_temple_ward
2025-07-01,181,Kumaraswamy Layout,8385,258.92,181_kumaraswamy_layout
2025-07-01,182,Padmanabhanagar,6043,177.66,182_padmanabhanagar
2025-07-01,183,Chikkallasandra,5177,126.98,183_chikkallasandra
2025-07-01,184,Uttarahalli,9199,310.0,184_uttarahalli
2025-07-01,185,Yelachenahalli,6626,194.72,185_yelachenahalli
2025-07-01,186,Jaraganahalli,3045,86.76,186_jaraganahalli
2025-07-01,187,Puttenahalli,4625,156.49,187_puttenahalli
2025-07-01,188,Bilekahalli,4399,264.38,188_bilekahalli
2025-07-01,189,Hongasandra,8337,350.71,189_hongasandra
2025-07-01,190,Mangammanapalya,3235,93.8,190_mangammanapalya
2025-07-01,191,Singasandra,3845,156.29,191_singasandra
2025-07-01,191,Singsandra,953,36.54,191_singsandra
2025-07-01,192,Begur,6715,332.33,192_begur
2025-07-01,193,Arakere,10029,371.81,193_arakere
2025-07-01,194,Gottigere,3835,96.95,194_gottigere
2025-07-01,195,Konanakunte,10134,300.36,195_konanakunte
2025-07-01,196,Anjanapura,8284,285.75,196_anjanapura
2025-07-01,197,Vasanthapura,4304,145.58,197_vasanthapura
2025-07-01,198,Hemmigepura,4338,108.24,198_hemmigepura
2025-08-01,1,Kempegowda Ward,4247,114.25,1_kempegowda_ward
