Month	Ward number 	Ward Name	Number of Connectionss	Consumption in ML
01-06-2025	151	Koramangala	7146	290.214217
01-06-2025	152	Sudduguntepalya	4073	144.292601
01-06-2025	153	Jayanagar	340	9.71594
01-06-2025	153	Jayangar	3643	168.700485
01-06-2025	154	Basavanagudi	5792	137.534205
01-06-2025	155	Hanumanthanagar	4137	88.739762
01-06-2025	156	Srinagar	5672	143.67676
01-06-2025	157	Gali Anjaneya swamy Temple Ward	5382	138.8667
01-06-2025	158	Deepanjali Nagar	2933	77.106885
01-06-2025	159	Kengeri	14453	290.123297
01-06-2025	160	Rajarajeshwarinagar	16297	454.761435
01-06-2025	161	Hosakerehalli	7363	168.984706
01-06-2025	162	Girinagar	7733	192.095687
01-06-2025	163	Katriguppe	6518	146.495708
01-06-2025	164	Vidyapeetha Ward	4754	108.01665
01-06-2025	165	Ganeshmandira Ward	4494	111.421596
01-06-2025	166	Karisandra	4636	121.137637
01-06-2025	167	Yadiyuru	4395	108.17055
01-06-2025	168	Pattabhiramnagar	4302	151.57331
01-06-2025	169	Byrasandra	3839	117.212586
01-06-2025	170	Jayanagar East	3888	104.894709
01-06-2025	171	Gurappanapalya	4061	185.442721
01-06-2025	172	Madiwala	5570	173.184595
01-06-2025	173	Jakkasandra	2855	126.029759
01-06-2025	174	HSR Layout	14105	572.166949
01-06-2025	175	Bommanahalli	6504	297.594763
01-06-2025	176	BTM Layout	7549	258.409435
01-06-2025	177	J.P.Nagar	5613	176.659589
01-06-2025	178	Sarakki	5619	177.153531
01-06-2025	179	Shakambarinagar	3774	113.19858
01-06-2025	180	Banashankari Temple Ward	5171	120.24768
01-06-2025	181	Kumaraswamy Layout	8364	269.272627
01-06-2025	182	Padmanabhanagar	6036	184.283748
01-06-2025	183	Chikkallasandra	5170	132.392797
01-06-2025	184	Uttarahalli	9119	327.472837
01-06-2025	185	Yelachenahalli	6523	198.628751
01-06-2025	186	Jaraganahalli	3043	83.844829
01-06-2025	187	Puttenahalli	4605	155.1418
01-06-2025	188	Bilekahalli	4393	254.096835
01-06-2025	189	Hongasandra	8314	352.880862
01-06-2025	190	Mangammanapalya	3214	91.500888
01-06-2025	191	Singasandra	3620	135.718974
01-06-2025	191	Singsandra	952	38.057957
01-06-2025	192	Begur	6490	316.796943
01-06-2025	193	Arakere	9995	362.9845
01-06-2025	194	Gottigere	3671	99.342945
01-06-2025	195	Konanakunte	10054	298.778588
01-06-2025	196	Anjanapura	7857	285.093835
01-06-2025	197	Vasanthapura	4315	153.019933
01-06-2025	198	Hemmigepura	4120	95.993893
01-07-2025	1	Kempegowda Ward	4240	116.97
01-07-2025	2	Chowdeshwari Ward	461	25.69
01-07-2025	3	Attur	6231	180.05
01-07-2025	4	Yelahanka Satellite town	7744	373.52
01-07-2025	5	Jakkur	3805	102.19
01-07-2025	6	Thanisandra	3696	59.43
01-07-2025	7	Byatarayanapura	9693	285.44
01-07-2025	8	Kodigehalli	5352	129.2
01-07-2025	9	Vidyaranyapura	12957	383.3
01-07-2025	10	Doddabommasandra	1830	27.82
01-07-2025	11	Kuvempunagar	4410	63.2
01-07-2025	12	Shettyhalli	7795	135.78
01-07-2025	13	Mallasandra	4514	75.36
01-07-2025	14	Bagalagunte	8777	226.23
01-07-2025	14	sidedahalli	1556	38.3
01-07-2025	15	T. Dasarahalli	4573	149.83
01-07-2025	16	Jalahalli	3105	99.09
01-07-2025	17	J.P.Park	5734	125.86
01-07-2025	18	Radhakrishna Temple Ward	5515	98.61
01-07-2025	19	Sanjaynagar	5815	83.11
01-07-2025	20	Ganganagar	3329	71.21
01-07-2025	21	Hebbal	7463	157.39
01-07-2025	22	VishwanathNagenahalli	3278	76.35
01-07-2025	23	Nagavara	9077	185.53
01-07-2025	24	HBR Layout	8121	237.47
01-07-2025	25	Horamavu	10381	146.72
01-07-2025	26	Ramamurthynagar	9438	255.89
01-07-2025	27	Banasawadi	9610	277.87
01-07-2025	28	Kammanahalli	6633	175.07
01-07-2025	29	Kacharakanahalli	4862	130.62
01-07-2025	30	Kadugondanahalli	5197	133.59
01-07-2025	31	Kushalnagar	3146	54.13
01-07-2025	32	Kavalbyrasandra	5577	108.68
01-07-2025	33	Manorayanapalya	2673	59.46
01-07-2025	34	Gangenahalli	2322	52.66
01-07-2025	35	Aramane Nagar	2959	81.92
01-07-2025	36	Mathikere	4139	86.16
01-07-2025	37	Yeshwanthpur	3212	61.95
01-07-2025	38	H.M.T	3654	141.6
01-07-2025	39	Chokkasandra	5832	135.79
01-07-2025	40	Doddabidirakalu	1	0
01-07-2025	41	Peenya Industrial Area	7930	205.09
01-07-2025	42	Lakshmidevinagar	5145	108.79
01-07-2025	43	Nandini Layout	6443	152.39
01-07-2025	44	Marappanahalli	4440	118.27
01-07-2025	45	Malleshwaram	3655	109.39
01-07-2025	46	Jayachamarajendra Nagar	5322	178.24
01-07-2025	47	Devarajeevanahalli	3769	81.01
01-07-2025	48	Muneshwaranagar	2198	36.37
01-07-2025	49	Lingarajapura	5728	92.37
01-07-2025	50	Benniganahalli	5856	339.2
01-07-2025	51	Vijinapura	6213	126.7
01-07-2025	52	K.R.Puram	8846	159.87
01-07-2025	53	Basavanapura	8180	196.29
01-07-2025	54	Hoodi	5151	320.46
01-07-2025	55	Devasandra	3256	81.75
01-07-2025	56	A. Narayanapura	8410	233.72
01-07-2025	57	C.V. Ramannagar	3263	78.66
01-07-2025	58	Hosathippasandra	6022	147.89
01-07-2025	59	Maruthiseva Nagar	5580	155.69
01-07-2025	60	Sagayapuram	4397	95.06
01-07-2025	61	S.K. Garden	2881	78.04
01-07-2025	62	Ramaswamy palya	3129	76.24
01-07-2025	63	Jayamahal	3074	124.13
01-07-2025	64	Rajamahal	3693	90.71
01-07-2025	65	Kadumalleshwara	5603	157.15
01-07-2025	66	Subramanyanagar	4280	122.24
01-07-2025	67	Nagapura	5786	175.92
01-07-2025	68	Mahalakshmipuram	5092	118.59
01-07-2025	69	Laggere	10223	244.65
01-07-2025	70	Rajagopalanagar	8274	203.46
01-07-2025	71	Hegganahalli	8654	231.78
01-07-2025	72	herohalli	10841	203.81
01-07-2025	73	Kottigepalya	8460	203.19
01-07-2025	74	Shakthiganapathi nagar	6108	155.92
01-07-2025	75	Shankaramata	5210	148.22
01-07-2025	76	Gayathrinagar	4372	112.13
01-07-2025	77	Dattathreya Temple	4482	110.84
01-07-2025	78	Pulikeshinagar	3577	117.11
01-07-2025	79	Sarvagnanagar	3431	81.21
01-07-2025	80	Hoysalanagar	5464	158.26
01-07-2025	81	Vignananagar	7047	203.49
01-07-2025	82	Garudacharpalya	4346	186.88
01-07-2025	83	Kadugodi	962	42.89
01-07-2025	84	Hagadooru	2003	117.83
01-07-2025	85	Doddanekkundi	5643	328.86
01-07-2025	85	Varthur	1081	84.51
01-07-2025	86	Marathalli	4632	156.44
01-07-2025	87	HAL Airport	4372	91.06
01-07-2025	88	Jeevanbhimanagar	6005	145.13
01-07-2025	89	Jogupalya	4069	131.16
01-07-2025	90	Ulsoor	5602	333.52
01-07-2025	91	Bharathinagar	2237	108.15
01-07-2025	92	Shivajinagar	5146	207.26
01-07-2025	93	Vasanthnagar	3735	236.53
01-07-2025	94	Gandhinagar	4773	355.45
01-07-2025	95	Subhashnagar	3091	60.53
01-07-2025	96	Okalipuram	3419	141.04
01-07-2025	97	Dayanandanagar	3497	83.02
01-07-2025	98	Prakashnagar	3074	84.73
01-07-2025	99	Rajajinagar	3922	113.8
01-07-2025	100	Basaveshwaranagar	5764	166.51
01-07-2025	101	Kamakshipalya	3682	95.7
01-07-2025	102	Vrushabhavathi Nagar	4173	94.63
01-07-2025	103	Kaveripura	5037	105.98
01-07-2025	104	Govindrajnagara	2880	66.76
01-07-2025	105	Agrahara Dasarahalli	3210	96.27
01-07-2025	106	Dr. Rajkumar Ward	2471	80.77
01-07-2025	107	Shivanagar	2454	88.36
01-07-2025	108	Srirammandira ward	4677	113.48
01-07-2025	109	Chikpet	5599	110.56
01-07-2025	110	Sampangiramnagar	3009	128.36
01-07-2025	111	Shanthala Nagar	3776	229.13
01-07-2025	112	Dommalur	4758	195.97
01-07-2025	113	Konena Agrahara	3936	122.6
01-07-2025	114	Agaram	2927	150.51
01-07-2025	115	Vannarpet	5172	107.23
01-07-2025	116	Neelasandra	2641	62.12
01-07-2025	117	Shanthinagar	6211	242.18
01-07-2025	118	Sudamnagar	5142	100.95
01-07-2025	119	Dharmarayaswamy Temple Ward	4977	100.52
01-07-2025	120	Cottonpet	3068	63.19
01-07-2025	121	Binnypet	4568	97.98
01-07-2025	122	Kempapura Agrahara	3902	83.09
01-07-2025	123	Vijaynagar	3605	82.15
01-07-2025	124	Hosahalli	4509	103.65
01-07-2025	125	Marenahalli	3392	90.52
01-07-2025	126	Maruthi Mandira Ward	4023	100.01
01-07-2025	127	Moodalapalya	5848	125.66
01-07-2025	128	Nagarabhavi	10844	266.41
01-07-2025	129	Jnanabharathi ward	13819	350.11
01-07-2025	130	Ullalu	9051	197.33
01-07-2025	131	Nayandanahalli	4357	125.09
01-07-2025	132	Attiguppe	5479	171.64
01-07-2025	133	Hampinagar	3027	77.97
01-07-2025	134	Bapujinagar	4463	121.66
01-07-2025	135	Padarayanapura	2028	71.03
01-07-2025	136	Jagareevanram Nagar	4823	126.52
01-07-2025	137	Rayapuram	3460	81.85
01-07-2025	138	Chalavadipalya	2391	52.87
01-07-2025	139	K.R. Market	2926	52.9
01-07-2025	140	Chamrajpet	4775	163.26
01-07-2025	141	Azadnagar	4024	107.78
01-07-2025	142	Sunkenahalli	2891	63.28
01-07-2025	143	Vishweshrapuram	4735	115.49
01-07-2025	144	Siddapura	4485	124.59
01-07-2025	145	Hombegowdanagar	6537	200.41
01-07-2025	146	Lakkasandra	2834	93.9
01-07-2025	147	Adugodi	3410	103.83
01-07-2025	148	Ejipura	4787	142.88
01-07-2025	149	Varthur	3310	162.36
01-07-2025	150	Bellandur	4916	390.78
01-07-2025	151	Koramangala	7152	307.53
01-07-2025	152	Sudduguntepalya	4074	148.29
01-07-2025	153	Jayanagar	340	8.04
01-07-2025	153	Jayangar	3643	166.24
01-07-2025	154	Basavanagudi	5795	139.75
01-07-2025	155	Hanumanthanagar	4138	88.23
01-07-2025	156	Srinagar	5673	141.8
01-07-2025	157	Gali Anjaneya swamy Temple Ward	5383	128.78
01-07-2025	158	Deepanjali Nagar	2936	74.66
01-07-2025	159	Kengeri	14480	295.02
01-07-2025	160	Rajarajeshwarinagar	16368	452.87
01-07-2025	161	Hosakerehalli	7365	171.35
01-07-2025	162	Girinagar	7733	182.82
01-07-2025	163	Katriguppe	6524	146.18
01-07-2025	164	Vidyapeetha Ward	4755	106.44
01-07-2025	165	Ganeshmandira Ward	4501	110.82
01-07-2025	166	Karisandra	4638	117.52
01-07-2025	167	Yadiyuru	4402	104.46
01-07-2025	168	Pattabhiramnagar	4303	147.42
01-07-2025	169	Byrasandra	3843	119.09
01-07-2025	170	Jayanagar East	3888	104.22
01-07-2025	171	Gurappanapalya	4062	183.1
01-07-2025	172	Madiwala	5575	165.32
01-07-2025	173	Jakkasandra	2856	139.12
01-07-2025	174	HSR Layout	14131	596.73
01-07-2025	175	Bommanahalli	6537	287.42
01-07-2025	176	BTM Layout	7555	259
01-07-2025	177	J.P.Nagar	5616	182.44
01-07-2025	178	Sarakki	5621	177.23
01-07-2025	179	Shakambarinagar	3775	111.38
01-07-2025	180	Banashankari Temple Ward	5175	118.99
01-07-2025	181	Kumaraswamy Layout	8385	258.92
01-07-2025	182	Padmanabhanagar	6043	177.66
01-07-2025	183	Chikkallasandra	5177	126.98
01-07-2025	184	Uttarahalli	9199	310
01-07-2025	185	Yelachenahalli	6626	194.72
01-07-2025	186	Jaraganahalli	3045	86.76
01-07-2025	187	Puttenahalli	4625	156.49
01-07-2025	188	Bilekahalli	4399	264.38
01-07-2025	189	Hongasandra	8337	350.71
01-07-2025	190	Mangammanapalya	3235	93.8
01-07-2025	191	Singasandra	3845	156.29
01-07-2025	191	Singsandra	953	36.54
01-07-2025	192	Begur	6715	332.33
01-07-2025	193	Arakere	10029	371.81
01-07-2025	194	Gottigere	3835	96.95
01-07-2025	195	Konanakunte	10134	300.36
01-07-2025	196	Anjanapura	8284	285.75
01-07-2025	197	Vasanthapura	4304	145.58
01-07-2025	198	Hemmigepura	4338	108.24
01-08-2025	1	Kempegowda Ward	4247	114.25
01-08-2025	2	Chowdeshwari Ward	463	23.62
01-08-2025	3	Attur	6278	173.1
01-08-2025	4	Yelahanka Satellite town	7750	390.73
01-08-2025	5	Jakkur	3846	106.07
01-08-2025	6	Thanisandra	3715	53.84
01-08-2025	7	Byatarayanapura	9705	285.71
01-08-2025	8	Kodigehalli	5392	127.78
01-08-2025	9	Vidyaranyapura	12962	390.23
01-08-2025	10	Doddabommasandra	1842	27.62
01-08-2025	11	Kuvempunagar	4462	60.42
01-08-2025	12	Shettyhalli	8074	136.85
01-08-2025	13	Mallasandra	4524	72.75
01-08-2025	14	Bagalagunte	8785	225.54
01-08-2025	14	sidedahalli	1569	40.96
01-08-2025	15	T. Dasarahalli	4582	145.97
01-08-2025	16	Jalahalli	3107	91.56
01-08-2025	17	J.P.Park	5739	129.52
01-08-2025	18	Radhakrishna Temple Ward	5517	97.96
01-08-2025	19	Sanjaynagar	5815	86.78
01-08-2025	20	Ganganagar	3332	69.12
01-08-2025	21	Hebbal	7468	158.48
01-08-2025	22	VishwanathNagenahalli	3283	75.76
01-08-2025	23	Nagavara	9071	190.71
01-08-2025	24	HBR Layout	8157	240.06
01-08-2025	25	Horamavu	11232	156.55
01-08-2025	26	Ramamurthynagar	9483	264.97
01-08-2025	27	Banasawadi	9624	277
01-08-2025	28	Kammanahalli	6633	179.32
01-08-2025	29	Kacharakanahalli	4869	129.55
01-08-2025	30	Kadugondanahalli	5131	132.02
01-08-2025	31	Kushalnagar	3147	56.33
01-08-2025	32	Kavalbyrasandra	5578	104.02
01-08-2025	33	Manorayanapalya	2682	59.74
01-08-2025	34	Gangenahalli	2321	47.17
01-08-2025	35	Aramane Nagar	2967	82.07
01-08-2025	36	Mathikere	4142	85.1
01-08-2025	37	Yeshwanthpur	3215	60.53
01-08-2025	38	H.M.T	3656	132.9
01-08-2025	39	Chokkasandra	5853	133.01
01-08-2025	40	Doddabidirakalu	1	0
01-08-2025	41	Peenya Industrial Area	8192	204.09
01-08-2025	42	Lakshmidevinagar	5147	106.77
01-08-2025	43	Nandini Layout	6449	157.67
01-08-2025	44	Marappanahalli	4441	122.21
01-08-2025	45	Malleshwaram	3656	108.38
01-08-2025	46	Jayachamarajendra Nagar	5326	182.14
01-08-2025	47	Devarajeevanahalli	3745	79.61
01-08-2025	48	Muneshwaranagar	2196	35.95
01-08-2025	49	Lingarajapura	5742	95.74
01-08-2025	50	Benniganahalli	5859	361.68
01-08-2025	51	Vijinapura	6269	129.81
01-08-2025	52	K.R.Puram	8885	168.31
01-08-2025	53	Basavanapura	8382	205.69
01-08-2025	54	Hoodi	5171	314.45
01-08-2025	55	Devasandra	3277	83.79
01-08-2025	56	A. Narayanapura	8410	225.82
01-08-2025	57	C.V. Ramannagar	3270	77.16
01-08-2025	58	Hosathippasandra	6022	151.59
01-08-2025	59	Maruthiseva Nagar	5585	162.23
01-08-2025	60	Sagayapuram	4264	96.18
01-08-2025	61	S.K. Garden	2881	77.56
01-08-2025	62	Ramaswamy palya	3129	78.46
01-08-2025	63	Jayamahal	3076	121.23
01-08-2025	64	Rajamahal	3692	90.22
01-08-2025	65	Kadumalleshwara	5605	159.48
01-08-2025	66	Subramanyanagar	4282	128.47
01-08-2025	67	Nagapura	5795	178.21
01-08-2025	68	Mahalakshmipuram	5094	136.54
01-08-2025	69	Laggere	10222	237.9
01-08-2025	70	Rajagopalanagar	8295	188.28
01-08-2025	71	Hegganahalli	8658	233.8
01-08-2025	72	herohalli	10947	209.7
01-08-2025	73	Kottigepalya	8468	202.67
01-08-2025	74	Shakthiganapathi nagar	6108	154.73
01-08-2025	75	Shankaramata	5211	146.31
01-08-2025	76	Gayathrinagar	4374	118.61
01-08-2025	77	Dattathreya Temple	4481	117.05
01-08-2025	78	Pulikeshinagar	3573	120.35
01-08-2025	79	Sarvagnanagar	3435	78.55
01-08-2025	80	Hoysalanagar	5463	153.01
01-08-2025	81	Vignananagar	7071	190.65
01-08-2025	82	Garudacharpalya	4357	183.68
01-08-2025	83	Kadugodi	1006	48.08
01-08-2025	84	Hagadooru	2003	120.59
01-08-2025	85	Doddanekkundi	5667	320.96
01-08-2025	85	Varthur	1353	94.25
01-08-2025	86	Marathalli	4669	159.32
01-08-2025	87	HAL Airport	4375	91.06
01-08-2025	88	Jeevanbhimanagar	6001	150.25
01-08-2025	89	Jogupalya	4066	128.8
01-08-2025	90	Ulsoor	5606	334.22
01-08-2025	91	Bharathinagar	2239	94.91
01-08-2025	92	Shivajinagar	5147	203.15
01-08-2025	93	Vasanthnagar	3736	263.92
01-08-2025	94	Gandhinagar	4774	355.9
01-08-2025	95	Subhashnagar	3091	59.72
01-08-2025	96	Okalipuram	3419	138.33
01-08-2025	97	Dayanandanagar	3497	82.68
01-08-2025	98	Prakashnagar	3074	80.42
01-08-2025	99	Rajajinagar	3929	113.56
01-08-2025	100	Basaveshwaranagar	5767	166.1
01-08-2025	101	Kamakshipalya	3684	90.58
01-08-2025	102	Vrushabhavathi Nagar	4175	98.63
01-08-2025	103	Kaveripura	5038	104.98
01-08-2025	104	Govindrajnagara	2896	69.52
01-08-2025	105	Agrahara Dasarahalli	3212	90.9
01-08-2025	106	Dr. Rajkumar Ward	2471	80.77
01-08-2025	107	Shivanagar	2456	85.74
01-08-2025	108	Srirammandira ward	4676	116.34
01-08-2025	109	Chikpet	5606	108.7
01-08-2025	110	Sampangiramnagar	3009	130.95
01-08-2025	111	Shanthala Nagar	3777	223.37
01-08-2025	112	Dommalur	4767	193.22
01-08-2025	113	Konena Agrahara	3939	122.02
01-08-2025	114	Agaram	2926	152.58
01-08-2025	115	Vannarpet	5171	105.45
01-08-2025	116	Neelasandra	2644	60.85
01-08-2025	117	Shanthinagar	6212	247.99
01-08-2025	118	Sudamnagar	5143	98.22
01-08-2025	119	Dharmarayaswamy Temple Ward	4979	99.6
01-08-2025	120	Cottonpet	3071	62.74
01-08-2025	121	Binnypet	4575	97.01
01-08-2025	122	Kempapura Agrahara	3912	86.46
01-08-2025	123	Vijaynagar	3616	90.32
01-08-2025	124	Hosahalli	4510	112.02
01-08-2025	125	Marenahalli	3408	92.27
01-08-2025	126	Maruthi Mandira Ward	4024	101.94
01-08-2025	127	Moodalapalya	5865	129
01-08-2025	128	Nagarabhavi	10860	256.96
01-08-2025	129	Jnanabharathi ward	13853	335.74
01-08-2025	130	Ullalu	9090	193.71
01-08-2025	131	Nayandanahalli	4367	112.63
01-08-2025	132	Attiguppe	5484	160.78
01-08-2025	133	Hampinagar	3028	76.8
01-08-2025	134	Bapujinagar	4469	134.15
01-08-2025	135	Padarayanapura	2029	70.16
01-08-2025	136	Jagareevanram Nagar	4823	127.44
01-08-2025	137	Rayapuram	3460	79.12
01-08-2025	138	Chalavadipalya	2391	52.22
01-08-2025	139	K.R. Market	2928	54.16
01-08-2025	140	Chamrajpet	4779	170.96
01-08-2025	141	Azadnagar	4025	104.14
01-08-2025	142	Sunkenahalli	2892	65.28
01-08-2025	143	Vishweshrapuram	4735	112.48
01-08-2025	144	Siddapura	4483	122.14
01-08-2025	145	Hombegowdanagar	6543	198.19
01-08-2025	146	Lakkasandra	2834	98.06
01-08-2025	147	Adugodi	3420	106.88
01-08-2025	148	Ejipura	4787	143.77
01-08-2025	149	Varthur	3314	158.68
01-08-2025	150	Bellandur	5166	398.22
01-08-2025	151	Koramangala	7159	309.19
01-08-2025	152	Sudduguntepalya	4076	152.55
01-08-2025	153	Jayanagar	340	8.28
01-08-2025	153	Jayangar	3647	164.6
01-08-2025	154	Basavanagudi	5801	137.45
01-08-2025	155	Hanumanthanagar	4142	88.45
01-08-2025	156	Srinagar	5680	139.85
01-08-2025	157	Gali Anjaneya swamy Temple Ward	5394	136.48
01-08-2025	158	Deepanjali Nagar	2937	77.33
01-08-2025	159	Kengeri	14507	292.22
01-08-2025	160	Rajarajeshwarinagar	16505	456.39
01-08-2025	161	Hosakerehalli	7370	170.02
01-08-2025	162	Girinagar	7740	175.45
01-08-2025	163	Katriguppe	6534	139.75
01-08-2025	164	Vidyapeetha Ward	4757	102.94
01-08-2025	165	Ganeshmandira Ward	4509	117.34
01-08-2025	166	Karisandra	4639	118.67
01-08-2025	167	Yadiyuru	4406	108.25
01-08-2025	168	Pattabhiramnagar	4306	148.22
01-08-2025	169	Byrasandra	3845	119.02
01-08-2025	170	Jayanagar East	3889	106.02
01-08-2025	171	Gurappanapalya	4065	192.83
01-08-2025	172	Madiwala	5580	171.58
01-08-2025	173	Jakkasandra	2856	137.82
01-08-2025	174	HSR Layout	14147	605.66
01-08-2025	175	Bommanahalli	6548	294.27
01-08-2025	176	BTM Layout	7557	259.07
01-08-2025	177	J.P.Nagar	5627	176.45
01-08-2025	178	Sarakki	5620	178.4
01-08-2025	179	Shakambarinagar	3776	112.08
01-08-2025	180	Banashankari Temple Ward	5182	117.08
01-08-2025	181	Kumaraswamy Layout	8394	251.3
01-08-2025	182	Padmanabhanagar	6044	176.67
01-08-2025	183	Chikkallasandra	5184	133.99
01-08-2025	184	Uttarahalli	9278	302.36
01-08-2025	185	Yelachenahalli	6759	183.62
01-08-2025	186	Jaraganahalli	3051	86.44
01-08-2025	187	Puttenahalli	4641	152.58
01-08-2025	188	Bilekahalli	4403	264.83
01-08-2025	189	Hongasandra	8368	360.67
01-08-2025	190	Mangammanapalya	3251	99.93
01-08-2025	191	Singasandra	3960	159.62
01-08-2025	191	Singsandra	1008	42.89
01-08-2025	192	Begur	6890	338.65
01-08-2025	193	Arakere	10044	378.3
01-08-2025	194	Gottigere	4047	96.53
01-08-2025	195	Konanakunte	10175	304.19
01-08-2025	196	Anjanapura	8579	305.91
01-08-2025	197	Vasanthapura	4303	142.42
01-08-2025	198	Hemmigepura	4549	103.98
01-09-2025	1	Kempegowda Ward	4286	110.18
01-09-2025	2	Chowdeshwari Ward	464	18.95
01-09-2025	3	Attur	6362	169.5
01-09-2025	4	Yelahanka Satellite town	7775	388.3
01-09-2025	5	Jakkur	3887	106.89
01-09-2025	6	Thanisandra	3984	65.66
01-09-2025	7	Byatarayanapura	9718	289.89
01-09-2025	8	Kodigehalli	5408	130.31
01-09-2025	9	Vidyaranyapura	12951	390.71
01-09-2025	10	Doddabommasandra	1865	26.87
01-09-2025	11	Kuvempunagar	4500	59.51
01-09-2025	12	Shettyhalli	8461	129.82
01-09-2025	13	Mallasandra	4531	61.51
01-09-2025	14	Bagalagunte	8793	213.01
01-09-2025	14	sidedahalli	1586	43.47
01-09-2025	15	T. Dasarahalli	4585	138.49
01-09-2025	16	Jalahalli	3111	91.04
01-09-2025	17	J.P.Park	5740	125.57
01-09-2025	18	Radhakrishna Temple Ward	5516	95.92
01-09-2025	19	Sanjaynagar	5823	84.67
01-09-2025	20	Ganganagar	3338	69.96
01-09-2025	21	Hebbal	7475	164.3
01-09-2025	22	VishwanathNagenahalli	3287	78.15
01-09-2025	23	Nagavara	9152	191.31
01-09-2025	24	HBR Layout	8175	246.94
01-09-2025	25	Horamavu	11889	148.35
01-09-2025	26	Ramamurthynagar	9508	256.1
01-09-2025	27	Banasawadi	9645	277.19
01-09-2025	28	Kammanahalli	6632	175.17
01-09-2025	29	Kacharakanahalli	4884	131.68
01-09-2025	30	Kadugondanahalli	5123	133.41
01-09-2025	31	Kushalnagar	3144	56.62
01-09-2025	32	Kavalbyrasandra	5584	110.15
01-09-2025	33	Manorayanapalya	2689	61.86
01-09-2025	34	Gangenahalli	2322	49.56
01-09-2025	35	Aramane Nagar	2968	78.35
01-09-2025	36	Mathikere	4147	89.07
01-09-2025	37	Yeshwanthpur	3218	61
01-09-2025	38	H.M.T	3669	134.9
01-09-2025	39	Chokkasandra	5856	130.5
01-09-2025	40	Doddabidirakalu	1	0
01-09-2025	41	Peenya Industrial Area	8500	204.85
01-09-2025	42	Lakshmidevinagar	5146	109.61
01-09-2025	43	Nandini Layout	6453	154.79
01-09-2025	44	Marappanahalli	4442	119.93
01-09-2025	45	Malleshwaram	3655	109.03
01-09-2025	46	Jayachamarajendra Nagar	5326	169.07
01-09-2025	47	Devarajeevanahalli	3754	79.74
01-09-2025	48	Muneshwaranagar	2195	36.43
01-09-2025	49	Lingarajapura	5745	97.06
01-09-2025	50	Benniganahalli	5861	357.25
01-09-2025	51	Vijinapura	6282	128.57
01-09-2025	52	K.R.Puram	8899	184.17
01-09-2025	53	Basavanapura	8436	215.8
01-09-2025	54	Hoodi	5203	311.4
01-09-2025	55	Devasandra	3299	97.57
01-09-2025	56	A. Narayanapura	8419	225.67
01-09-2025	57	C.V. Ramannagar	3273	82.29
01-09-2025	58	Hosathippasandra	6021	152.11
01-09-2025	59	Maruthiseva Nagar	5584	160.76
01-09-2025	60	Sagayapuram	4265	96.82
01-09-2025	61	S.K. Garden	2882	78.01
01-09-2025	62	Ramaswamy palya	3128	79.08
01-09-2025	63	Jayamahal	3080	130.06
01-09-2025	64	Rajamahal	3694	90.74
01-09-2025	65	Kadumalleshwara	5605	156.15
01-09-2025	66	Subramanyanagar	4286	119.06
01-09-2025	67	Nagapura	5798	175.67
01-09-2025	68	Mahalakshmipuram	5099	121.64
01-09-2025	69	Laggere	10212	240.89
01-09-2025	70	Rajagopalanagar	8315	191.6
01-09-2025	71	Hegganahalli	8666	232.06
01-09-2025	72	herohalli	11017	223.1
01-09-2025	73	Kottigepalya	8475	205.34
01-09-2025	74	Shakthiganapathi nagar	6108	154.05
01-09-2025	75	Shankaramata	5213	147.15
01-09-2025	76	Gayathrinagar	4379	113.43
01-09-2025	77	Dattathreya Temple	4480	115.06
01-09-2025	78	Pulikeshinagar	3591	116.91
01-09-2025	79	Sarvagnanagar	3443	77.39
01-09-2025	80	Hoysalanagar	5460	154.14
01-09-2025	81	Vignananagar	7086	201.94
01-09-2025	82	Garudacharpalya	4372	164.22
01-09-2025	83	Kadugodi	1038	41.13
01-09-2025	84	Hagadooru	2016	108.06
01-09-2025	85	Doddanekkundi	5686	315.64
01-09-2025	85	Varthur	1643	85.34
01-09-2025	86	Marathalli	4706	159.59
01-09-2025	87	HAL Airport	4371	92.28
01-09-2025	88	Jeevanbhimanagar	5999	144.95
01-09-2025	89	Jogupalya	4065	128.5
01-09-2025	90	Ulsoor	5613	315.13
01-09-2025	91	Bharathinagar	2246	106.47
01-09-2025	92	Shivajinagar	5148	212.2
01-09-2025	93	Vasanthnagar	3736	244.68
01-09-2025	94	Gandhinagar	4778	359.08
01-09-2025	95	Subhashnagar	3091	62.17
01-09-2025	96	Okalipuram	3419	147.62
01-09-2025	97	Dayanandanagar	3500	85.35
01-09-2025	98	Prakashnagar	3075	80.88
01-09-2025	99	Rajajinagar	3937	115.42
01-09-2025	100	Basaveshwaranagar	5771	167.03
01-09-2025	101	Kamakshipalya	3684	91.52
01-09-2025	102	Vrushabhavathi Nagar	4175	94.52
01-09-2025	103	Kaveripura	5038	101.04
01-09-2025	104	Govindrajnagara	2905	65.18
01-09-2025	105	Agrahara Dasarahalli	3213	103.89
01-09-2025	106	Dr. Rajkumar Ward	2472	83.2
01-09-2025	107	Shivanagar	2454	91.37
01-09-2025	108	Srirammandira ward	4679	120.23
01-09-2025	109	Chikpet	5613	112.04
01-09-2025	110	Sampangiramnagar	3014	132.59
01-09-2025	111	Shanthala Nagar	3777	222.78
01-09-2025	112	Dommalur	4776	211.73
01-09-2025	113	Konena Agrahara	3939	116.07
01-09-2025	114	Agaram	2927	145.99
